sample	type	group	mut_ct
OP715789	APOBEC3	Outbreak Global	56
OP715789	NON-APOBEC	Outbreak Global	10
OP715815	APOBEC3	Outbreak Global	54
OP715815	NON-APOBEC	Outbreak Global	10
OP715816	APOBEC3	Outbreak Global	53
OP715816	NON-APOBEC	Outbreak Global	9
OP715817	APOBEC3	Outbreak Global	55
OP715817	NON-APOBEC	Outbreak Global	9
OP715818	APOBEC3	Outbreak Global	54
OP715818	NON-APOBEC	Outbreak Global	10
OP715819	APOBEC3	Outbreak Global	54
OP715819	NON-APOBEC	Outbreak Global	10
OP715820	APOBEC3	Outbreak Global	54
OP715820	NON-APOBEC	Outbreak Global	10
OP715821	APOBEC3	Outbreak Global	53
OP715821	NON-APOBEC	Outbreak Global	9
OP715822	APOBEC3	Outbreak Global	54
OP715822	NON-APOBEC	Outbreak Global	9
OP715823	APOBEC3	Outbreak Global	53
OP715823	NON-APOBEC	Outbreak Global	9
OP715824	APOBEC3	Outbreak Global	55
OP715824	NON-APOBEC	Outbreak Global	9
OP715825	APOBEC3	Outbreak Global	53
OP715825	NON-APOBEC	Outbreak Global	9
OP715826	APOBEC3	Outbreak Global	53
OP715826	NON-APOBEC	Outbreak Global	9
OP715827	APOBEC3	Outbreak Global	53
OP715827	NON-APOBEC	Outbreak Global	9
OP715828	APOBEC3	Outbreak Global	54
OP715828	NON-APOBEC	Outbreak Global	9
OP715829	APOBEC3	Outbreak Global	53
OP715829	NON-APOBEC	Outbreak Global	9
OP715830	APOBEC3	Outbreak Global	54
OP715830	NON-APOBEC	Outbreak Global	10
OP715831	APOBEC3	Outbreak Global	53
OP715831	NON-APOBEC	Outbreak Global	10
OP715832	APOBEC3	Outbreak Global	53
OP715832	NON-APOBEC	Outbreak Global	9
OP715833	APOBEC3	Outbreak Global	53
OP715833	NON-APOBEC	Outbreak Global	9
OP715834	APOBEC3	Outbreak Global	54
OP715834	NON-APOBEC	Outbreak Global	10
OP715835	APOBEC3	Outbreak Global	53
OP715835	NON-APOBEC	Outbreak Global	10
OP722494	APOBEC3	Outbreak Global	53
OP722494	NON-APOBEC	Outbreak Global	9
OP722495	APOBEC3	Outbreak Global	56
OP722495	NON-APOBEC	Outbreak Global	10
OP722496	APOBEC3	Outbreak Global	53
OP722496	NON-APOBEC	Outbreak Global	10
OP722498	APOBEC3	Outbreak Global	53
OP722498	NON-APOBEC	Outbreak Global	9
OP722499	APOBEC3	Outbreak Global	54
OP722499	NON-APOBEC	Outbreak Global	10
OP722500	APOBEC3	Outbreak Global	52
OP722500	NON-APOBEC	Outbreak Global	10
OP722501	APOBEC3	Outbreak Global	53
OP722501	NON-APOBEC	Outbreak Global	9
OP722502	APOBEC3	Outbreak Global	55
OP722502	NON-APOBEC	Outbreak Global	9
OP722503	APOBEC3	Outbreak Global	59
OP722503	NON-APOBEC	Outbreak Global	9
OP722504	APOBEC3	Outbreak Global	53
OP722504	NON-APOBEC	Outbreak Global	9
OP722505	APOBEC3	Outbreak Global	53
OP722505	NON-APOBEC	Outbreak Global	12
OP722506	APOBEC3	Outbreak Global	55
OP722506	NON-APOBEC	Outbreak Global	9
OP722507	APOBEC3	Outbreak Global	54
OP722507	NON-APOBEC	Outbreak Global	9
OP722508	APOBEC3	Outbreak Global	53
OP722508	NON-APOBEC	Outbreak Global	9
OP722509	APOBEC3	Outbreak Global	54
OP722509	NON-APOBEC	Outbreak Global	9
OP722510	APOBEC3	Outbreak Global	53
OP722510	NON-APOBEC	Outbreak Global	9
OP722511	APOBEC3	Outbreak Global	53
OP722511	NON-APOBEC	Outbreak Global	9
OP722512	APOBEC3	Outbreak Global	55
OP722512	NON-APOBEC	Outbreak Global	10
OP722513	APOBEC3	Outbreak Global	53
OP722513	NON-APOBEC	Outbreak Global	9
OP722514	APOBEC3	Outbreak Global	54
OP722514	NON-APOBEC	Outbreak Global	10
OP722515	APOBEC3	Outbreak Global	53
OP722515	NON-APOBEC	Outbreak Global	9
OP722516	APOBEC3	Outbreak Global	53
OP722516	NON-APOBEC	Outbreak Global	9
OP722517	APOBEC3	Outbreak Global	52
OP722517	NON-APOBEC	Outbreak Global	9
OP727820	APOBEC3	Outbreak Global	53
OP727820	NON-APOBEC	Outbreak Global	9
OP727821	APOBEC3	Outbreak Global	52
OP727821	NON-APOBEC	Outbreak Global	9
OP727822	APOBEC3	Outbreak Global	53
OP727822	NON-APOBEC	Outbreak Global	9
OP727823	APOBEC3	Outbreak Global	53
OP727823	NON-APOBEC	Outbreak Global	9
OP743357	APOBEC3	Outbreak Global	48
OP743357	NON-APOBEC	Outbreak Global	9
OP743358	APOBEC3	Outbreak Global	48
OP743358	NON-APOBEC	Outbreak Global	9
OP743359	APOBEC3	Outbreak Global	48
OP743359	NON-APOBEC	Outbreak Global	10
OP743360	APOBEC3	Outbreak Global	49
OP743360	NON-APOBEC	Outbreak Global	9
OP743361	APOBEC3	Outbreak Global	48
OP743361	NON-APOBEC	Outbreak Global	9
OP743362	APOBEC3	Outbreak Global	50
OP743362	NON-APOBEC	Outbreak Global	9
OP743363	APOBEC3	Outbreak Global	52
OP743363	NON-APOBEC	Outbreak Global	9
OP743364	APOBEC3	Outbreak Global	48
OP743364	NON-APOBEC	Outbreak Global	9
OP743365	APOBEC3	Outbreak Global	48
OP743365	NON-APOBEC	Outbreak Global	9
OP743366	APOBEC3	Outbreak Global	51
OP743366	NON-APOBEC	Outbreak Global	9
OP743367	APOBEC3	Outbreak Global	49
OP743367	NON-APOBEC	Outbreak Global	9
OP743951	APOBEC3	Outbreak Global	59
OP743951	NON-APOBEC	Outbreak Global	9
OP743952	APOBEC3	Outbreak Global	53
OP743952	NON-APOBEC	Outbreak Global	9
OP743953	APOBEC3	Outbreak Global	53
OP743953	NON-APOBEC	Outbreak Global	9
OP743954	APOBEC3	Outbreak Global	53
OP743954	NON-APOBEC	Outbreak Global	9
OP743955	APOBEC3	Outbreak Global	53
OP743955	NON-APOBEC	Outbreak Global	10
OP743956	APOBEC3	Outbreak Global	56
OP743956	NON-APOBEC	Outbreak Global	9
OP743957	APOBEC3	Outbreak Global	55
OP743957	NON-APOBEC	Outbreak Global	9
OP743958	APOBEC3	Outbreak Global	54
OP743958	NON-APOBEC	Outbreak Global	9
OP743959	APOBEC3	Outbreak Global	53
OP743959	NON-APOBEC	Outbreak Global	9
OP743960	APOBEC3	Outbreak Global	53
OP743960	NON-APOBEC	Outbreak Global	9
OP743961	APOBEC3	Outbreak Global	56
OP743961	NON-APOBEC	Outbreak Global	9
OP743962	APOBEC3	Outbreak Global	53
OP743962	NON-APOBEC	Outbreak Global	10
OP743963	APOBEC3	Outbreak Global	52
OP743963	NON-APOBEC	Outbreak Global	9
OP743964	APOBEC3	Outbreak Global	54
OP743964	NON-APOBEC	Outbreak Global	9
OP743965	APOBEC3	Outbreak Global	56
OP743965	NON-APOBEC	Outbreak Global	10
OP743966	APOBEC3	Outbreak Global	55
OP743966	NON-APOBEC	Outbreak Global	9
OP743967	APOBEC3	Outbreak Global	54
OP743967	NON-APOBEC	Outbreak Global	10
OP743968	APOBEC3	Outbreak Global	56
OP743968	NON-APOBEC	Outbreak Global	10
OP743969	APOBEC3	Outbreak Global	54
OP743969	NON-APOBEC	Outbreak Global	9
OP743970	APOBEC3	Outbreak Global	53
OP743970	NON-APOBEC	Outbreak Global	10
OP743971	APOBEC3	Outbreak Global	53
OP743971	NON-APOBEC	Outbreak Global	9
OP743972	APOBEC3	Outbreak Global	54
OP743972	NON-APOBEC	Outbreak Global	9
OP743973	APOBEC3	Outbreak Global	53
OP743973	NON-APOBEC	Outbreak Global	9
OP743974	APOBEC3	Outbreak Global	56
OP743974	NON-APOBEC	Outbreak Global	10
OP743975	APOBEC3	Outbreak Global	57
OP743975	NON-APOBEC	Outbreak Global	10
OP743976	APOBEC3	Outbreak Global	53
OP743976	NON-APOBEC	Outbreak Global	9
OP743977	APOBEC3	Outbreak Global	53
OP743977	NON-APOBEC	Outbreak Global	10
OP743978	APOBEC3	Outbreak Global	53
OP743978	NON-APOBEC	Outbreak Global	9
OP743979	APOBEC3	Outbreak Global	53
OP743979	NON-APOBEC	Outbreak Global	9
OP743980	APOBEC3	Outbreak Global	56
OP743980	NON-APOBEC	Outbreak Global	10
OP743981	APOBEC3	Outbreak Global	56
OP743981	NON-APOBEC	Outbreak Global	10
OP743982	APOBEC3	Outbreak Global	53
OP743982	NON-APOBEC	Outbreak Global	9
OP743983	APOBEC3	Outbreak Global	56
OP743983	NON-APOBEC	Outbreak Global	10
OP743984	APOBEC3	Outbreak Global	53
OP743984	NON-APOBEC	Outbreak Global	9
OP743985	APOBEC3	Outbreak Global	55
OP743985	NON-APOBEC	Outbreak Global	9
OP743986	APOBEC3	Outbreak Global	56
OP743986	NON-APOBEC	Outbreak Global	10
OP743987	APOBEC3	Outbreak Global	53
OP743987	NON-APOBEC	Outbreak Global	9
OP743988	APOBEC3	Outbreak Global	56
OP743988	NON-APOBEC	Outbreak Global	10
OP743989	APOBEC3	Outbreak Global	56
OP743989	NON-APOBEC	Outbreak Global	10
OP743990	APOBEC3	Outbreak Global	56
OP743990	NON-APOBEC	Outbreak Global	10
OP743991	APOBEC3	Outbreak Global	53
OP743991	NON-APOBEC	Outbreak Global	9
OP743992	APOBEC3	Outbreak Global	53
OP743992	NON-APOBEC	Outbreak Global	9
OP743993	APOBEC3	Outbreak Global	56
OP743993	NON-APOBEC	Outbreak Global	10
OP743994	APOBEC3	Outbreak Global	54
OP743994	NON-APOBEC	Outbreak Global	9
OP743995	APOBEC3	Outbreak Global	54
OP743995	NON-APOBEC	Outbreak Global	10
OP743996	APOBEC3	Outbreak Global	54
OP743996	NON-APOBEC	Outbreak Global	10
OP743997	APOBEC3	Outbreak Global	53
OP743997	NON-APOBEC	Outbreak Global	9
OP743998	APOBEC3	Outbreak Global	54
OP743998	NON-APOBEC	Outbreak Global	9
OP743999	APOBEC3	Outbreak Global	54
OP743999	NON-APOBEC	Outbreak Global	10
OP744000	APOBEC3	Outbreak Global	53
OP744000	NON-APOBEC	Outbreak Global	9
OP747051	APOBEC3	Outbreak Global	53
OP747051	NON-APOBEC	Outbreak Global	10
OP747052	APOBEC3	Outbreak Global	56
OP747052	NON-APOBEC	Outbreak Global	10
OP747053	APOBEC3	Outbreak Global	53
OP747053	NON-APOBEC	Outbreak Global	9
OP747054	APOBEC3	Outbreak Global	53
OP747054	NON-APOBEC	Outbreak Global	9
OP747055	APOBEC3	Outbreak Global	56
OP747055	NON-APOBEC	Outbreak Global	10
OP747056	APOBEC3	Outbreak Global	53
OP747056	NON-APOBEC	Outbreak Global	9
OP747057	APOBEC3	Outbreak Global	53
OP747057	NON-APOBEC	Outbreak Global	10
OP747058	APOBEC3	Outbreak Global	56
OP747058	NON-APOBEC	Outbreak Global	10
OP747059	APOBEC3	Outbreak Global	53
OP747059	NON-APOBEC	Outbreak Global	9
OP747060	APOBEC3	Outbreak Global	53
OP747060	NON-APOBEC	Outbreak Global	9
OP747061	APOBEC3	Outbreak Global	54
OP747061	NON-APOBEC	Outbreak Global	10
OP747062	APOBEC3	Outbreak Global	53
OP747062	NON-APOBEC	Outbreak Global	9
OP748945	APOBEC3	Outbreak Global	56
OP748945	NON-APOBEC	Outbreak Global	10
OP748946	APOBEC3	Outbreak Global	52
OP748946	NON-APOBEC	Outbreak Global	9
OP748947	APOBEC3	Outbreak Global	53
OP748947	NON-APOBEC	Outbreak Global	9
OP748948	APOBEC3	Outbreak Global	56
OP748948	NON-APOBEC	Outbreak Global	9
OP748949	APOBEC3	Outbreak Global	59
OP748949	NON-APOBEC	Outbreak Global	9
OP748950	APOBEC3	Outbreak Global	53
OP748950	NON-APOBEC	Outbreak Global	9
OP748951	APOBEC3	Outbreak Global	53
OP748951	NON-APOBEC	Outbreak Global	10
OP748952	APOBEC3	Outbreak Global	52
OP748952	NON-APOBEC	Outbreak Global	9
OP748953	APOBEC3	Outbreak Global	55
OP748953	NON-APOBEC	Outbreak Global	9
OP748954	APOBEC3	Outbreak Global	55
OP748954	NON-APOBEC	Outbreak Global	9
OP748955	APOBEC3	Outbreak Global	54
OP748955	NON-APOBEC	Outbreak Global	10
OP748956	APOBEC3	Outbreak Global	53
OP748956	NON-APOBEC	Outbreak Global	9
OP748957	APOBEC3	Outbreak Global	52
OP748957	NON-APOBEC	Outbreak Global	12
OP748958	APOBEC3	Outbreak Global	54
OP748958	NON-APOBEC	Outbreak Global	10
OP748960	APOBEC3	Outbreak Global	54
OP748960	NON-APOBEC	Outbreak Global	9
OP748961	APOBEC3	Outbreak Global	54
OP748961	NON-APOBEC	Outbreak Global	9
OP748962	APOBEC3	Outbreak Global	54
OP748962	NON-APOBEC	Outbreak Global	9
OP748964	APOBEC3	Outbreak Global	52
OP748964	NON-APOBEC	Outbreak Global	9
OP748965	APOBEC3	Outbreak Global	53
OP748965	NON-APOBEC	Outbreak Global	9
OP748966	APOBEC3	Outbreak Global	60
OP748966	NON-APOBEC	Outbreak Global	9
OP748967	APOBEC3	Outbreak Global	52
OP748967	NON-APOBEC	Outbreak Global	9
OP748968	APOBEC3	Outbreak Global	55
OP748968	NON-APOBEC	Outbreak Global	10
OP748969	APOBEC3	Outbreak Global	53
OP748969	NON-APOBEC	Outbreak Global	9
OP751212	APOBEC3	Outbreak Global	52
OP751212	NON-APOBEC	Outbreak Global	9
OP751214	APOBEC3	Outbreak Global	53
OP751214	NON-APOBEC	Outbreak Global	9
OP751215	APOBEC3	Outbreak Global	51
OP751215	NON-APOBEC	Outbreak Global	9
OP752103	APOBEC3	Outbreak Global	54
OP752103	NON-APOBEC	Outbreak Global	10
OP752104	APOBEC3	Outbreak Global	54
OP752104	NON-APOBEC	Outbreak Global	9
OP752105	APOBEC3	Outbreak Global	53
OP752105	NON-APOBEC	Outbreak Global	9
OP752106	APOBEC3	Outbreak Global	57
OP752106	NON-APOBEC	Outbreak Global	10
OP752107	APOBEC3	Outbreak Global	55
OP752107	NON-APOBEC	Outbreak Global	10
OP752108	APOBEC3	Outbreak Global	54
OP752108	NON-APOBEC	Outbreak Global	10
OP752109	APOBEC3	Outbreak Global	54
OP752109	NON-APOBEC	Outbreak Global	11
OP752114	APOBEC3	Outbreak Global	53
OP752114	NON-APOBEC	Outbreak Global	10
OP752115	APOBEC3	Outbreak Global	54
OP752115	NON-APOBEC	Outbreak Global	9
OP752116	APOBEC3	Outbreak Global	56
OP752116	NON-APOBEC	Outbreak Global	9
OP752117	APOBEC3	Outbreak Global	55
OP752117	NON-APOBEC	Outbreak Global	10
OP752118	APOBEC3	Outbreak Global	56
OP752118	NON-APOBEC	Outbreak Global	10
OP752119	APOBEC3	Outbreak Global	55
OP752119	NON-APOBEC	Outbreak Global	9
OP752120	APOBEC3	Outbreak Global	53
OP752120	NON-APOBEC	Outbreak Global	10
OP752121	APOBEC3	Outbreak Global	53
OP752121	NON-APOBEC	Outbreak Global	9
OP752122	APOBEC3	Outbreak Global	53
OP752122	NON-APOBEC	Outbreak Global	9
OP752123	APOBEC3	Outbreak Global	56
OP752123	NON-APOBEC	Outbreak Global	10
OP752124	APOBEC3	Outbreak Global	53
OP752124	NON-APOBEC	Outbreak Global	10
OP752125	APOBEC3	Outbreak Global	54
OP752125	NON-APOBEC	Outbreak Global	9
OP752126	APOBEC3	Outbreak Global	53
OP752126	NON-APOBEC	Outbreak Global	9
OP764614	APOBEC3	Outbreak Global	54
OP764614	NON-APOBEC	Outbreak Global	10
OP764615	APOBEC3	Outbreak Global	53
OP764615	NON-APOBEC	Outbreak Global	9
OP764616	APOBEC3	Outbreak Global	55
OP764616	NON-APOBEC	Outbreak Global	9
OP764617	APOBEC3	Outbreak Global	53
OP764617	NON-APOBEC	Outbreak Global	9
OP764618	APOBEC3	Outbreak Global	55
OP764618	NON-APOBEC	Outbreak Global	9
OP764619	APOBEC3	Outbreak Global	53
OP764619	NON-APOBEC	Outbreak Global	9
OP764620	APOBEC3	Outbreak Global	56
OP764620	NON-APOBEC	Outbreak Global	9
OP764621	APOBEC3	Outbreak Global	53
OP764621	NON-APOBEC	Outbreak Global	9
OP764622	APOBEC3	Outbreak Global	53
OP764622	NON-APOBEC	Outbreak Global	9
OP764623	APOBEC3	Outbreak Global	55
OP764623	NON-APOBEC	Outbreak Global	9
OP764624	APOBEC3	Outbreak Global	54
OP764624	NON-APOBEC	Outbreak Global	10
OP764625	APOBEC3	Outbreak Global	54
OP764625	NON-APOBEC	Outbreak Global	10
OP764626	APOBEC3	Outbreak Global	58
OP764626	NON-APOBEC	Outbreak Global	9
OP764627	APOBEC3	Outbreak Global	56
OP764627	NON-APOBEC	Outbreak Global	9
OP764628	APOBEC3	Outbreak Global	56
OP764628	NON-APOBEC	Outbreak Global	9
OP764629	APOBEC3	Outbreak Global	53
OP764629	NON-APOBEC	Outbreak Global	9
OP783902	APOBEC3	Outbreak Global	53
OP783902	NON-APOBEC	Outbreak Global	8
OP819947	APOBEC3	Outbreak Global	52
OP819947	NON-APOBEC	Outbreak Global	9
OP819948	APOBEC3	Outbreak Global	52
OP819948	NON-APOBEC	Outbreak Global	10
OP819949	APOBEC3	Outbreak Global	54
OP819949	NON-APOBEC	Outbreak Global	9
OP819950	APOBEC3	Outbreak Global	55
OP819950	NON-APOBEC	Outbreak Global	9
OP819952	APOBEC3	Outbreak Global	56
OP819952	NON-APOBEC	Outbreak Global	10
OP819953	APOBEC3	Outbreak Global	49
OP819953	NON-APOBEC	Outbreak Global	8
OP819955	APOBEC3	Outbreak Global	52
OP819955	NON-APOBEC	Outbreak Global	9
OP819956	APOBEC3	Outbreak Global	55
OP819956	NON-APOBEC	Outbreak Global	10
OP819957	APOBEC3	Outbreak Global	54
OP819957	NON-APOBEC	Outbreak Global	10
OP819958	APOBEC3	Outbreak Global	53
OP819958	NON-APOBEC	Outbreak Global	9
OP819959	APOBEC3	Outbreak Global	52
OP819959	NON-APOBEC	Outbreak Global	9
OP819960	APOBEC3	Outbreak Global	53
OP819960	NON-APOBEC	Outbreak Global	10
OP820450	APOBEC3	Outbreak Global	54
OP820450	NON-APOBEC	Outbreak Global	9
OP820451	APOBEC3	Outbreak Global	57
OP820451	NON-APOBEC	Outbreak Global	9
OP820452	APOBEC3	Outbreak Global	57
OP820452	NON-APOBEC	Outbreak Global	9
OP820453	APOBEC3	Outbreak Global	62
OP820453	NON-APOBEC	Outbreak Global	10
OP820454	APOBEC3	Outbreak Global	53
OP820454	NON-APOBEC	Outbreak Global	9
OP820455	APOBEC3	Outbreak Global	56
OP820455	NON-APOBEC	Outbreak Global	9
OP820456	APOBEC3	Outbreak Global	53
OP820456	NON-APOBEC	Outbreak Global	9
OP820457	APOBEC3	Outbreak Global	57
OP820457	NON-APOBEC	Outbreak Global	9
OP820458	APOBEC3	Outbreak Global	62
OP820458	NON-APOBEC	Outbreak Global	10
OP820459	APOBEC3	Outbreak Global	55
OP820459	NON-APOBEC	Outbreak Global	10
OP820460	APOBEC3	Outbreak Global	55
OP820460	NON-APOBEC	Outbreak Global	10
OP837334	APOBEC3	Outbreak Global	53
OP837334	NON-APOBEC	Outbreak Global	10
OP837335	APOBEC3	Outbreak Global	53
OP837335	NON-APOBEC	Outbreak Global	10
OP837336	APOBEC3	Outbreak Global	54
OP837336	NON-APOBEC	Outbreak Global	10
OP837337	APOBEC3	Outbreak Global	53
OP837337	NON-APOBEC	Outbreak Global	10
OP837338	APOBEC3	Outbreak Global	54
OP837338	NON-APOBEC	Outbreak Global	9
OP837339	APOBEC3	Outbreak Global	53
OP837339	NON-APOBEC	Outbreak Global	9
OP837340	APOBEC3	Outbreak Global	53
OP837340	NON-APOBEC	Outbreak Global	9
OP837341	APOBEC3	Outbreak Global	53
OP837341	NON-APOBEC	Outbreak Global	9
OP837342	APOBEC3	Outbreak Global	56
OP837342	NON-APOBEC	Outbreak Global	9
OP837343	APOBEC3	Outbreak Global	54
OP837343	NON-APOBEC	Outbreak Global	10
OP837344	APOBEC3	Outbreak Global	55
OP837344	NON-APOBEC	Outbreak Global	9
OP837345	APOBEC3	Outbreak Global	53
OP837345	NON-APOBEC	Outbreak Global	9
OP837346	APOBEC3	Outbreak Global	54
OP837346	NON-APOBEC	Outbreak Global	9
OP837347	APOBEC3	Outbreak Global	54
OP837347	NON-APOBEC	Outbreak Global	10
OP837348	APOBEC3	Outbreak Global	56
OP837348	NON-APOBEC	Outbreak Global	9
OP837349	APOBEC3	Outbreak Global	53
OP837349	NON-APOBEC	Outbreak Global	9
OP837350	APOBEC3	Outbreak Global	55
OP837350	NON-APOBEC	Outbreak Global	9
OP837351	APOBEC3	Outbreak Global	55
OP837351	NON-APOBEC	Outbreak Global	9
OP837352	APOBEC3	Outbreak Global	54
OP837352	NON-APOBEC	Outbreak Global	10
OP837353	APOBEC3	Outbreak Global	53
OP837353	NON-APOBEC	Outbreak Global	9
OP837354	APOBEC3	Outbreak Global	53
OP837354	NON-APOBEC	Outbreak Global	9
OP837355	APOBEC3	Outbreak Global	53
OP837355	NON-APOBEC	Outbreak Global	9
OP837470	APOBEC3	Outbreak Global	52
OP837470	NON-APOBEC	Outbreak Global	9
OP837471	APOBEC3	Outbreak Global	52
OP837471	NON-APOBEC	Outbreak Global	10
OP837472	APOBEC3	Outbreak Global	52
OP837472	NON-APOBEC	Outbreak Global	9
OP837473	APOBEC3	Outbreak Global	51
OP837473	NON-APOBEC	Outbreak Global	10
OP837474	APOBEC3	Outbreak Global	52
OP837474	NON-APOBEC	Outbreak Global	9
OP837475	APOBEC3	Outbreak Global	51
OP837475	NON-APOBEC	Outbreak Global	10
OP837477	APOBEC3	Outbreak Global	54
OP837477	NON-APOBEC	Outbreak Global	9
OP837478	APOBEC3	Outbreak Global	54
OP837478	NON-APOBEC	Outbreak Global	10
OP837480	APOBEC3	Outbreak Global	52
OP837480	NON-APOBEC	Outbreak Global	9
OP837481	APOBEC3	Outbreak Global	52
OP837481	NON-APOBEC	Outbreak Global	9
OP838893	APOBEC3	Outbreak Global	55
OP838893	NON-APOBEC	Outbreak Global	9
OP863218	APOBEC3	Outbreak Global	54
OP863218	NON-APOBEC	Outbreak Global	10
OP863219	APOBEC3	Outbreak Global	53
OP863219	NON-APOBEC	Outbreak Global	11
OP863220	APOBEC3	Outbreak Global	53
OP863220	NON-APOBEC	Outbreak Global	10
OP863221	APOBEC3	Outbreak Global	53
OP863221	NON-APOBEC	Outbreak Global	9
OP863222	APOBEC3	Outbreak Global	53
OP863222	NON-APOBEC	Outbreak Global	9
OP863223	APOBEC3	Outbreak Global	53
OP863223	NON-APOBEC	Outbreak Global	10
OP863225	APOBEC3	Outbreak Global	53
OP863225	NON-APOBEC	Outbreak Global	9
OP863226	APOBEC3	Outbreak Global	55
OP863226	NON-APOBEC	Outbreak Global	10
OP863227	APOBEC3	Outbreak Global	54
OP863227	NON-APOBEC	Outbreak Global	11
OP863228	APOBEC3	Outbreak Global	54
OP863228	NON-APOBEC	Outbreak Global	9
OP863229	APOBEC3	Outbreak Global	55
OP863229	NON-APOBEC	Outbreak Global	10
OP863230	APOBEC3	Outbreak Global	55
OP863230	NON-APOBEC	Outbreak Global	9
OP863231	APOBEC3	Outbreak Global	57
OP863231	NON-APOBEC	Outbreak Global	9
OP863232	APOBEC3	Outbreak Global	58
OP863232	NON-APOBEC	Outbreak Global	9
OP863244	APOBEC3	Outbreak Global	55
OP863244	NON-APOBEC	Outbreak Global	9
OP863245	APOBEC3	Outbreak Global	54
OP863245	NON-APOBEC	Outbreak Global	10
OP863246	APOBEC3	Outbreak Global	52
OP863246	NON-APOBEC	Outbreak Global	10
OP863247	APOBEC3	Outbreak Global	54
OP863247	NON-APOBEC	Outbreak Global	9
OP863248	APOBEC3	Outbreak Global	57
OP863248	NON-APOBEC	Outbreak Global	11
OP863251	APOBEC3	Outbreak Global	53
OP863251	NON-APOBEC	Outbreak Global	9
OP863252	APOBEC3	Outbreak Global	53
OP863252	NON-APOBEC	Outbreak Global	9
OP863253	APOBEC3	Outbreak Global	55
OP863253	NON-APOBEC	Outbreak Global	9
OP863254	APOBEC3	Outbreak Global	54
OP863254	NON-APOBEC	Outbreak Global	9
OP863255	APOBEC3	Outbreak Global	53
OP863255	NON-APOBEC	Outbreak Global	9
OP863256	APOBEC3	Outbreak Global	56
OP863256	NON-APOBEC	Outbreak Global	9
OP863257	APOBEC3	Outbreak Global	53
OP863257	NON-APOBEC	Outbreak Global	9
OP863258	APOBEC3	Outbreak Global	54
OP863258	NON-APOBEC	Outbreak Global	9
OP879722	APOBEC3	Outbreak Global	59
OP879722	NON-APOBEC	Outbreak Global	9
OP879723	APOBEC3	Outbreak Global	56
OP879723	NON-APOBEC	Outbreak Global	9
OP879724	APOBEC3	Outbreak Global	56
OP879724	NON-APOBEC	Outbreak Global	9
OP879726	APOBEC3	Outbreak Global	54
OP879726	NON-APOBEC	Outbreak Global	9
OP879728	APOBEC3	Outbreak Global	53
OP879728	NON-APOBEC	Outbreak Global	9
OP879729	APOBEC3	Outbreak Global	53
OP879729	NON-APOBEC	Outbreak Global	9
OP879730	APOBEC3	Outbreak Global	58
OP879730	NON-APOBEC	Outbreak Global	10
OP879731	APOBEC3	Outbreak Global	53
OP879731	NON-APOBEC	Outbreak Global	10
OP879733	APOBEC3	Outbreak Global	58
OP879733	NON-APOBEC	Outbreak Global	10
OP879734	APOBEC3	Outbreak Global	56
OP879734	NON-APOBEC	Outbreak Global	10
OP879735	APOBEC3	Outbreak Global	52
OP879735	NON-APOBEC	Outbreak Global	9
OP879736	APOBEC3	Outbreak Global	57
OP879736	NON-APOBEC	Outbreak Global	9
OP879737	APOBEC3	Outbreak Global	54
OP879737	NON-APOBEC	Outbreak Global	10
OP879744	APOBEC3	Outbreak Global	53
OP879744	NON-APOBEC	Outbreak Global	9
OP879746	APOBEC3	Outbreak Global	53
OP879746	NON-APOBEC	Outbreak Global	9
OP879747	APOBEC3	Outbreak Global	54
OP879747	NON-APOBEC	Outbreak Global	9
OP879748	APOBEC3	Outbreak Global	56
OP879748	NON-APOBEC	Outbreak Global	10
OP879750	APOBEC3	Outbreak Global	53
OP879750	NON-APOBEC	Outbreak Global	11
OP879751	APOBEC3	Outbreak Global	54
OP879751	NON-APOBEC	Outbreak Global	10
OP879754	APOBEC3	Outbreak Global	59
OP879754	NON-APOBEC	Outbreak Global	10
OP879755	APOBEC3	Outbreak Global	62
OP879755	NON-APOBEC	Outbreak Global	9
OP879757	APOBEC3	Outbreak Global	53
OP879757	NON-APOBEC	Outbreak Global	9
OP879758	APOBEC3	Outbreak Global	60
OP879758	NON-APOBEC	Outbreak Global	14
OP879759	APOBEC3	Outbreak Global	53
OP879759	NON-APOBEC	Outbreak Global	9
OP879760	APOBEC3	Outbreak Global	60
OP879760	NON-APOBEC	Outbreak Global	10
OP879762	APOBEC3	Outbreak Global	55
OP879762	NON-APOBEC	Outbreak Global	9
OP879763	APOBEC3	Outbreak Global	52
OP879763	NON-APOBEC	Outbreak Global	9
OP879764	APOBEC3	Outbreak Global	54
OP879764	NON-APOBEC	Outbreak Global	9
OP879766	APOBEC3	Outbreak Global	54
OP879766	NON-APOBEC	Outbreak Global	10
OP879768	APOBEC3	Outbreak Global	54
OP879768	NON-APOBEC	Outbreak Global	9
OP881941	APOBEC3	Outbreak Global	57
OP881941	NON-APOBEC	Outbreak Global	9
OP881942	APOBEC3	Outbreak Global	55
OP881942	NON-APOBEC	Outbreak Global	9
OP881943	APOBEC3	Outbreak Global	55
OP881943	NON-APOBEC	Outbreak Global	9
OP881944	APOBEC3	Outbreak Global	55
OP881944	NON-APOBEC	Outbreak Global	9
OP881945	APOBEC3	Outbreak Global	54
OP881945	NON-APOBEC	Outbreak Global	9
